age,education,housing,contact_cellular,month,day_of_week,duration,campaign,pdays,previous,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y,job_blue_collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self_employed,job_services,job_student,job_technician,job_unemployed,marital_married,marital_single,loan_unknown,loan_yes
32.0,3,0,1,7,3,1.8388490907372552,0.6020599913279624,0,0,1.4,93.918,-42.7,4.963,5228.1,no,False,False,False,False,False,False,True,False,False,False,False,False,False,False
21.0,3,0,1,3,3,2.561101383649056,0.47712125471966244,1,1,-1.8,93.369,-34.8,0.655,5008.7,yes,False,False,False,False,False,False,False,True,False,False,False,True,False,False
38.0,2,1,1,5,4,1.2041199826559248,1.0413926851582251,0,0,-1.8,92.893,-46.2,1.266,5099.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
38.0,5,0,1,5,1,2.510545010206612,0.47712125471966244,0,0,-1.8,92.893,-46.2,1.299,5099.1,no,False,False,False,False,False,False,True,False,False,False,True,False,False,False
44.0,6,1,0,6,3,2.8530895298518657,0.47712125471966244,1,1,-1.7,94.055,-39.8,0.715,4991.6,yes,False,False,False,False,False,False,False,False,True,False,True,False,False,False
33.0,6,1,0,11,3,2.383815365980431,0.47712125471966244,1,1,-3.4,92.649,-30.1,0.715,5017.5,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False
35.0,5,1,1,5,2,1.1139433523068367,0.9030899869919435,0,1,-1.8,92.893,-46.2,1.291,5099.1,no,False,False,False,False,False,False,False,False,False,False,True,False,False,False
54.0,6,1,1,5,5,2.8915374576725643,0.8450980400142568,0,1,-1.8,92.893,-46.2,1.25,5099.1,no,False,False,False,False,True,False,False,False,False,False,False,False,False,False
48.0,6,1,1,11,3,2.3201462861110542,0.47712125471966244,1,1,-3.4,92.649,-30.1,0.716,5017.5,yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False
30.0,3,0,1,7,2,2.795184589682424,0.6020599913279624,0,0,-0.1,93.444,-41.8,4.962,5228.1,yes,True,False,False,False,False,False,False,False,False,False,True,False,False,False
34.0,6,1,1,7,4,2.0969100130080562,0.47712125471966244,0,0,1.4,93.918,-42.7,4.963,5228.1,no,False,False,False,False,False,False,False,False,True,False,False,True,False,False
46.0,1,0,1,7,5,3.2174839442139063,0.6020599913279624,0,0,1.4,93.918,-42.7,4.963,5228.1,yes,False,False,True,False,False,False,False,False,False,False,True,False,False,False
37.0,6,1,1,9,3,2.863322860120456,0.47712125471966244,0,1,-1.1,94.199,-37.5,0.886,4963.6,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False
31.0,4,1,0,6,3,2.12057393120585,0.6020599913279624,0,0,-0.1,93.444,-41.8,4.864,5228.1,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
31.0,3,0,1,7,4,3.12057393120585,0.8450980400142568,0,0,1.4,93.918,-42.7,4.958,5228.1,yes,False,False,False,False,False,False,False,False,True,False,True,False,False,True
50.0,1,1,0,6,5,2.2068258760318495,0.6989700043360189,0,0,1.4,94.465,-41.8,4.959,5228.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,True
42.0,1,0,0,5,2,2.164352855784437,0.47712125471966244,0,0,1.1,93.994,-36.4,4.857,5191.0,no,False,False,False,False,True,False,False,False,False,False,True,False,False,False
37.0,6,1,0,5,4,2.7101173651118162,0.8450980400142568,0,0,1.1,93.994,-36.4,4.86,5191.0,no,False,False,False,False,False,True,False,False,False,False,False,True,False,False
48.0,1,0,0,5,2,2.110589710299249,0.47712125471966244,0,0,1.1,93.994,-36.4,4.857,5191.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
20.0,5,1,1,4,4,2.7895807121644256,0.47712125471966244,0,0,-1.8,93.075,-47.1,1.365,5099.1,yes,False,False,False,False,False,False,False,True,False,False,False,True,False,False
55.0,6,0,1,3,2,2.3283796034387376,0.6989700043360189,1,1,-1.8,93.369,-34.8,0.652,5008.7,yes,False,False,False,False,False,False,False,False,False,True,False,False,False,False
29.0,5,0,1,7,5,2.6503075231319366,0.47712125471966244,0,0,-2.9,92.469,-33.6,1.059,5076.2,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
51.0,6,0,1,11,5,1.6720978579357175,0.7781512503836436,0,1,-0.1,93.2,-42.0,4.021,5195.8,no,False,False,False,False,False,True,False,False,False,False,True,False,False,False
49.0,5,1,1,7,3,2.089905111439398,0.47712125471966244,0,0,1.4,93.918,-42.7,4.957,5228.1,no,False,False,False,False,False,False,True,False,False,False,True,False,False,False
32.0,4,0,1,7,2,2.886490725172482,0.7781512503836436,0,0,1.4,93.918,-42.7,4.961,5228.1,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False
47.0,3,1,1,4,4,2.749736315569061,0.6989700043360189,0,0,-1.8,93.075,-47.1,1.41,5099.1,no,False,False,False,False,False,False,True,False,False,False,True,False,False,False
30.0,5,0,1,8,2,2.7730546933642626,0.6989700043360189,0,1,-1.7,94.027,-38.3,0.899,4991.6,yes,False,False,False,False,False,False,False,True,False,False,False,True,False,False
36.0,5,1,0,5,4,2.419955748489758,0.7781512503836436,0,0,1.1,93.994,-36.4,4.86,5191.0,no,False,False,False,False,False,False,True,False,False,False,True,False,True,False
31.0,6,1,1,8,3,1.8920946026904804,0.6989700043360189,0,0,1.4,93.444,-36.1,4.964,5228.1,no,False,False,False,False,False,False,False,False,False,False,False,True,False,False
39.0,4,0,0,10,4,2.2355284469075487,0.47712125471966244,0,0,-0.1,93.798,-40.4,4.921,5195.8,yes,False,False,False,False,False,False,False,False,True,False,True,False,False,False
28.0,6,1,1,6,3,2.7737864449811935,0.47712125471966244,0,0,-2.9,92.963,-40.8,1.26,5076.2,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
44.0,1,0,1,8,1,2.561101383649056,0.8450980400142568,0,0,1.4,93.444,-36.1,4.965,5228.1,yes,True,False,False,False,False,False,False,False,False,False,True,False,False,False
45.0,4,0,1,8,2,2.089905111439398,0.47712125471966244,0,0,1.4,93.444,-36.1,4.968,5228.1,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
38.0,2,0,0,5,5,2.895422546039408,0.47712125471966244,0,0,1.1,93.994,-36.4,4.857,5191.0,yes,False,False,False,False,False,False,False,False,True,False,True,False,False,False
24.0,2,1,0,7,4,3.1610683854711747,0.9542425094393249,0,0,1.4,93.918,-42.7,4.958,5228.1,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False
39.0,3,1,0,6,5,2.720159303405957,0.7781512503836436,0,0,1.4,94.465,-41.8,4.959,5228.1,no,False,False,False,False,False,False,True,False,False,False,False,False,False,False
52.0,1,0,1,8,1,2.322219294733919,0.6020599913279624,0,0,1.4,93.444,-36.1,4.965,5228.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
40.0,5,0,1,5,4,2.5899496013257077,0.6020599913279624,0,1,-1.8,92.893,-46.2,1.327,5099.1,no,False,False,False,False,False,False,True,False,False,False,True,False,False,False
20.0,1,1,1,8,3,2.428134794028789,0.47712125471966244,0,0,-2.9,92.201,-31.4,0.879,5076.2,yes,False,False,False,False,False,False,False,True,False,False,False,True,False,False
41.0,3,1,1,5,1,2.4712917110589387,0.47712125471966244,0,0,-1.8,92.893,-46.2,1.244,5099.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
44.0,3,1,0,4,4,2.658964842664435,0.6020599913279624,0,0,-1.8,93.075,-47.1,1.365,5099.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
33.0,5,0,1,4,4,2.5809249756756194,0.6989700043360189,0,0,-1.8,93.075,-47.1,1.365,5099.1,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
37.0,6,1,1,10,4,2.651278013998144,0.6989700043360189,0,0,-3.4,92.431,-26.9,0.754,5017.5,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
47.0,6,1,1,6,1,2.387389826338729,0.7781512503836436,0,0,-2.9,92.963,-40.8,1.281,5076.2,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
20.0,5,0,0,7,2,1.9912260756924949,1.2304489213782739,0,0,1.4,93.918,-42.7,4.961,5228.1,no,False,False,False,False,False,False,True,False,False,False,False,True,False,False
36.0,5,0,0,10,4,2.1172712956557644,0.6020599913279624,0,0,-3.4,92.431,-26.9,0.74,5017.5,no,False,False,False,False,False,False,False,False,False,True,True,False,False,False
31.0,4,1,1,11,4,1.8512583487190752,0.47712125471966244,0,0,-0.1,93.2,-42.0,4.076,5195.8,no,False,False,False,False,False,False,False,False,False,True,False,True,False,False
40.0,2,1,0,5,1,2.187520720836463,0.47712125471966244,0,0,1.1,93.994,-36.4,4.858,5191.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
27.0,6,0,0,6,5,2.959994838328416,0.47712125471966244,0,0,-0.1,93.444,-41.8,4.947,5228.1,yes,False,False,False,False,False,True,False,False,False,False,False,True,False,False
35.0,4,1,1,8,1,2.123851640967086,0.7781512503836436,0,0,1.4,93.444,-36.1,4.965,5228.1,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
24.0,5,0,1,8,5,2.4424797690644486,0.47712125471966244,0,0,-2.9,92.201,-31.4,0.849,5076.2,yes,False,False,False,False,False,False,False,True,False,False,False,True,False,False
33.0,6,1,1,8,5,2.7611758131557314,0.47712125471966244,0,0,1.4,93.444,-36.1,4.964,5228.1,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False
47.0,1,0,1,4,2,2.8102325179950842,0.6020599913279624,0,0,-1.8,93.075,-47.1,1.405,5099.1,no,False,False,True,False,False,False,False,False,False,False,True,False,False,False
46.0,5,1,1,9,3,2.611723308007342,0.47712125471966244,0,0,-3.4,92.379,-29.8,0.781,5017.5,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False
40.0,6,0,0,5,1,2.060697840353612,0.6020599913279624,0,0,1.1,93.994,-36.4,4.857,5191.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
54.0,1,0,1,10,4,2.5774917998372255,0.47712125471966244,0,0,-3.4,92.431,-26.9,0.722,5017.5,yes,False,False,False,False,True,False,False,False,False,False,True,False,False,False
36.0,6,0,1,5,3,3.0492180226701815,0.6020599913279624,0,0,-1.8,92.893,-46.2,1.281,5099.1,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,True
34.0,4,1,1,5,3,1.3010299956639813,1.1139433523068367,0,0,-1.8,92.893,-46.2,1.281,5099.1,no,False,False,False,False,False,False,False,False,True,False,False,True,False,False
59.0,6,0,0,7,1,1.9822712330395684,0.6020599913279624,0,0,1.4,93.918,-42.7,4.96,5228.1,no,False,False,False,False,True,False,False,False,False,False,True,False,False,False
54.0,6,1,1,7,4,1.8920946026904804,0.8450980400142568,0,0,1.4,93.918,-42.7,4.968,5228.1,no,False,False,False,False,False,False,False,False,False,False,True,False,False,False
41.0,6,1,0,5,1,2.9014583213961123,0.47712125471966244,0,0,1.1,93.994,-36.4,4.857,5191.0,no,False,False,False,False,False,True,False,False,False,False,True,False,False,False
36.0,3,0,0,5,3,1.8260748027008264,0.6989700043360189,0,0,1.1,93.994,-36.4,4.856,5191.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
31.0,3,1,1,7,5,3.0342272607705505,0.6020599913279624,0,0,1.4,93.918,-42.7,4.957,5228.1,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,True
31.0,6,0,1,8,2,2.5276299008713385,0.9030899869919435,0,0,1.4,93.444,-36.1,4.966,5228.1,no,False,False,False,False,False,False,False,False,False,False,True,False,False,False
34.0,6,1,1,7,2,3.089551882886454,0.9030899869919435,0,0,1.4,93.918,-42.7,4.961,5228.1,yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False
38.0,6,1,1,5,3,2.941511432634403,0.6989700043360189,0,1,-1.8,92.893,-46.2,1.281,5099.1,yes,False,False,True,False,False,False,False,False,False,False,False,False,False,False
36.0,2,1,1,5,3,2.3384564936046046,0.47712125471966244,0,1,-1.8,92.893,-46.2,1.281,5099.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
48.0,4,1,1,9,1,2.499687082618404,0.6020599913279624,0,0,-1.1,94.199,-37.5,0.879,4963.6,yes,False,False,False,False,False,False,False,False,False,True,True,False,False,False
38.0,3,1,0,5,2,2.060697840353612,0.47712125471966244,0,0,1.1,93.994,-36.4,4.856,5191.0,no,False,False,False,False,False,False,True,False,False,False,True,False,True,False
51.0,2,1,0,5,1,2.225309281725863,0.47712125471966244,0,0,1.1,93.994,-36.4,4.857,5191.0,no,True,False,False,False,False,False,False,False,False,False,True,False,True,False
27.0,6,0,1,3,2,2.437750562820388,0.47712125471966244,0,0,-1.8,93.369,-34.8,0.637,5008.7,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
37.0,6,0,1,8,4,3.177824971864682,0.6989700043360189,0,0,1.4,93.444,-36.1,4.963,5228.1,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,True
43.0,4,0,1,7,2,1.9912260756924949,0.9030899869919435,0,0,1.4,93.918,-42.7,4.962,5228.1,no,False,False,False,False,False,False,False,False,True,False,False,True,False,False
32.0,5,0,1,4,4,2.754348335711019,0.6020599913279624,0,0,-1.8,93.075,-47.1,1.365,5099.1,yes,False,False,False,False,False,False,False,True,False,False,True,False,False,False
33.0,6,0,1,7,4,2.2576785748691846,0.6989700043360189,0,0,1.4,93.918,-42.7,4.962,5228.1,no,False,False,False,False,False,False,False,False,False,False,True,False,False,False
36.0,6,1,1,7,2,2.942008053022313,0.47712125471966244,0,0,1.4,93.918,-42.7,4.961,5228.1,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False
34.0,4,1,0,6,4,2.531478917042255,0.47712125471966244,0,0,1.4,94.465,-41.8,4.866,5228.1,no,False,False,False,False,False,False,True,False,False,False,False,False,False,False
35.0,2,0,0,5,5,2.03342375548695,0.6989700043360189,0,0,1.1,93.994,-36.4,4.864,5191.0,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
43.0,3,1,0,6,5,2.9132839017604186,0.6020599913279624,0,0,1.4,94.465,-41.8,4.959,5228.1,no,False,False,False,False,False,False,False,False,True,False,True,False,False,True
35.0,4,1,0,5,5,2.1760912590556813,0.47712125471966244,0,0,1.1,93.994,-36.4,4.859,5191.0,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
77.0,1,1,1,9,4,2.2810333672477277,0.47712125471966244,0,0,-1.1,94.199,-37.5,0.879,4963.6,yes,False,False,False,False,True,False,False,False,False,False,True,False,False,False
41.0,4,0,1,8,1,2.146128035678238,0.9030899869919435,0,0,1.4,93.444,-36.1,4.965,5228.1,no,False,False,False,False,False,False,False,False,False,False,False,True,False,False
32.0,3,0,1,5,2,2.3324384599156054,0.6020599913279624,0,0,-1.8,92.893,-46.2,1.291,5099.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
59.0,6,0,0,6,1,2.782472624166286,0.9030899869919435,0,0,1.4,94.465,-41.8,4.865,5228.1,yes,False,False,False,False,True,False,False,False,False,False,False,False,False,False
33.0,3,1,1,7,3,3.0086001717619175,1.1139433523068367,0,0,1.4,93.918,-42.7,4.957,5228.1,yes,True,False,False,False,False,False,False,False,False,False,True,False,False,False
23.0,3,0,1,7,1,2.5575072019056577,0.6989700043360189,0,0,1.4,93.918,-42.7,4.96,5228.1,no,True,False,False,False,False,False,False,False,False,False,False,True,False,False
39.0,6,1,1,7,3,2.1522883443830563,1.0,0,0,1.4,93.918,-42.7,4.963,5228.1,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
30.0,1,0,0,5,4,1.6232492903979006,0.47712125471966244,0,0,1.1,93.994,-36.4,4.86,5191.0,no,True,False,False,False,False,False,False,False,False,False,False,True,False,False
42.0,4,1,0,6,2,1.9493900066449128,0.6020599913279624,0,0,1.4,94.465,-41.8,4.961,5228.1,no,False,False,False,False,False,False,False,False,False,True,True,False,False,False
42.0,4,1,1,8,5,2.0043213737826426,0.6020599913279624,0,0,-2.9,92.201,-31.4,0.869,5076.2,yes,False,False,False,False,False,False,False,False,True,False,True,False,False,False
34.0,4,1,1,8,2,2.103803720955957,0.6020599913279624,0,0,1.4,93.444,-36.1,4.966,5228.1,no,False,False,False,False,False,False,True,False,False,False,True,False,False,False
43.0,5,1,0,5,1,2.383815365980431,0.6020599913279624,0,0,1.1,93.994,-36.4,4.857,5191.0,no,False,False,False,False,False,False,True,False,False,False,True,False,False,False
73.0,4,1,1,11,5,2.525044807036845,0.47712125471966244,0,0,-1.1,94.767,-50.8,1.028,4963.6,yes,False,False,False,False,True,False,False,False,False,False,True,False,False,False
31.0,4,1,1,8,4,2.4927603890268375,0.6020599913279624,0,1,-2.9,92.201,-31.4,0.883,5076.2,yes,False,False,False,False,False,False,False,False,True,False,False,False,False,False
61.0,6,1,1,11,2,2.1702617153949575,0.47712125471966244,1,1,-3.4,92.649,-30.1,0.715,5017.5,yes,False,False,False,True,False,False,False,False,False,False,True,False,False,False
34.0,6,1,1,3,5,2.5575072019056577,0.47712125471966244,0,1,-1.8,93.369,-34.8,0.636,5008.7,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,False
22.0,5,1,1,5,1,3.1370374547895126,0.6989700043360189,0,0,-1.8,92.893,-46.2,1.354,5099.1,yes,False,False,False,False,False,False,False,True,False,False,False,True,False,True
33.0,6,0,1,11,4,3.383994789441733,0.6989700043360189,0,0,-0.1,93.2,-42.0,4.076,5195.8,yes,False,False,False,True,False,False,False,False,False,False,False,True,False,False
65.0,6,1,1,6,4,2.4800069429571505,0.6020599913279624,1,1,-1.7,94.055,-39.8,0.729,4991.6,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False
24.0,5,1,1,10,4,2.6273658565927325,0.6989700043360189,0,0,-3.4,92.431,-26.9,0.722,5017.5,yes,False,False,False,False,False,False,False,True,False,False,False,True,False,False
76.0,4,1,1,6,2,2.5477747053878224,0.47712125471966244,1,1,-1.7,94.055,-39.8,0.761,4991.6,yes,False,False,False,False,True,False,False,False,False,False,True,False,False,False
58.0,1,0,1,8,2,2.745855195173729,0.9030899869919435,0,0,1.4,93.444,-36.1,4.965,5228.1,yes,False,False,False,False,True,False,False,False,False,False,True,False,False,False
59.0,6,0,1,12,1,2.287801729930226,0.47712125471966244,0,1,-3.0,92.713,-33.0,0.706,5023.5,no,False,False,False,False,False,True,False,False,False,False,True,False,False,False
38.0,3,1,1,5,3,1.9731278535996986,0.47712125471966244,0,0,-1.8,92.893,-46.2,1.281,5099.1,no,True,False,False,False,False,False,False,False,False,False,False,True,False,False
30.0,1,0,0,6,1,2.1367205671564067,0.47712125471966244,0,0,-0.1,93.444,-41.8,4.961,5228.1,no,True,False,False,False,False,False,False,False,False,False,False,True,False,True
