age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
24.0;student;single;high.school;no;no;no;cellular;aug;fri;276.0;1;999;0;;-2.9;92.201;-31.4;0.849;5076.2;yes
33.0;admin.;married;university.degree;no;yes;no;cellular;aug;fri;576.0;1;999;0;;1.4;93.444;-36.1;4.964;5228.1;yes
47.0;housemaid;married;basic.4y;no;no;no;cellular;apr;tue;645.0;2;999;0;;-1.8;93.075;-47.1;1.405;5099.1;no
46.0;admin.;married;high.school;no;yes;no;cellular;sep;wed;408.0;1;999;0;;-3.4;92.379;-29.8;0.781;5017.5;yes
40.0;blue collar;married;;no;no;no;telephone;may;mon;114.0;2;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
54.0;retired;married;basic.4y;no;no;no;cellular;oct;thu;377.0;1;999;0;;-3.4;92.431;-26.9;0.722;5017.5;yes
36.0;admin.;single;university.degree;no;no;yes;cellular;may;wed;1119.0;2;999;0;;-1.8;92.893;-46.2;1.281;5099.1;yes
34.0;technician;single;professional.course;no;yes;no;cellular;may;wed;19.0;11;999;0;;-1.8;92.893;-46.2;1.281;5099.1;no
59.0;retired;married;university.degree;unknown;no;no;telephone;jul;mon;95.0;2;999;0;;1.4;93.918;-42.7;4.96;5228.1;no
54.0;admin.;married;university.degree;unknown;yes;no;cellular;jul;thu;77.0;5;999;0;;1.4;93.918;-42.7;4.968;5228.1;no
41.0;self-employed;married;university.degree;no;yes;no;telephone;may;mon;796.0;1;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
36.0;blue collar;married;basic.9y;no;no;no;telephone;may;wed;66.0;3;999;0;;1.1;93.994;-36.4;4.856;5191.0;no
31.0;blue collar;single;basic.9y;no;yes;yes;cellular;jul;fri;1081.0;2;999;0;;1.4;93.918;-42.7;4.957;5228.1;yes
31.0;admin.;married;university.degree;no;no;no;cellular;aug;tue;336.0;6;999;0;;1.4;93.444;-36.1;4.966;5228.1;no
34.0;management;divorced;university.degree;no;yes;no;cellular;jul;tue;1228.0;6;999;0;;1.4;93.918;-42.7;4.961;5228.1;yes
38.0;housemaid;divorced;university.degree;no;yes;no;cellular;may;wed;873.0;3;999;1;failure;-1.8;92.893;-46.2;1.281;5099.1;yes
36.0;blue collar;married;basic.6y;no;yes;no;cellular;may;wed;217.0;1;999;1;failure;-1.8;92.893;-46.2;1.281;5099.1;no
48.0;unemployed;married;professional.course;no;yes;no;cellular;sep;mon;315.0;2;999;0;;-1.1;94.199;-37.5;0.879;4963.6;yes
38.0;services;married;basic.9y;no;unknown;unknown;telephone;may;tue;114.0;1;999;0;;1.1;93.994;-36.4;4.856;5191.0;no
51.0;blue collar;married;basic.6y;unknown;unknown;unknown;telephone;may;mon;167.0;1;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
27.0;admin.;single;university.degree;no;no;no;cellular;mar;tue;273.0;1;999;0;;-1.8;93.369;-34.8;0.637;5008.7;yes
37.0;admin.;married;university.degree;no;no;yes;cellular;aug;thu;1505.0;3;999;0;;1.4;93.444;-36.1;4.963;5228.1;yes
43.0;technician;single;professional.course;unknown;no;no;cellular;jul;tue;97.0;6;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
32.0;student;married;high.school;no;no;no;cellular;apr;thu;567.0;2;999;0;;-1.8;93.075;-47.1;1.365;5099.1;yes
33.0;admin.;married;university.degree;no;no;no;cellular;jul;thu;180.0;3;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
36.0;admin.;married;university.degree;unknown;yes;no;cellular;jul;tue;874.0;1;999;0;;1.4;93.918;-42.7;4.961;5228.1;yes
34.0;services;divorced;professional.course;unknown;yes;no;telephone;jun;thu;339.0;1;999;0;;1.4;94.465;-41.8;4.866;5228.1;no
35.0;technician;married;basic.6y;no;no;no;telephone;may;fri;107.0;3;999;0;;1.1;93.994;-36.4;4.864;5191.0;no
43.0;technician;married;basic.9y;unknown;yes;yes;telephone;jun;fri;818.0;2;999;0;;1.4;94.465;-41.8;4.959;5228.1;no
35.0;technician;married;professional.course;no;yes;no;telephone;may;fri;149.0;1;999;0;;1.1;93.994;-36.4;4.859;5191.0;no
77.0;retired;married;basic.4y;no;yes;no;cellular;sep;thu;190.0;1;999;0;;-1.1;94.199;-37.5;0.879;4963.6;yes
41.0;admin.;single;professional.course;no;no;no;cellular;aug;mon;139.0;6;999;0;;1.4;93.444;-36.1;4.965;5228.1;no
32.0;blue collar;married;basic.9y;no;no;no;cellular;may;tue;214.0;2;999;0;;-1.8;92.893;-46.2;1.291;5099.1;no
59.0;retired;divorced;university.degree;no;no;no;telephone;jun;mon;605.0;6;999;0;;1.4;94.465;-41.8;4.865;5228.1;yes
33.0;blue collar;married;basic.9y;no;yes;no;cellular;jul;wed;1019.0;11;999;0;;1.4;93.918;-42.7;4.957;5228.1;yes
23.0;blue collar;single;basic.9y;no;no;no;cellular;jul;mon;360.0;3;999;0;;1.4;93.918;-42.7;4.96;5228.1;no
39.0;technician;married;university.degree;no;yes;no;cellular;jul;wed;141.0;8;999;0;;1.4;93.918;-42.7;4.963;5228.1;no
30.0;blue collar;single;basic.4y;no;no;no;telephone;may;thu;41.0;1;999;0;;1.1;93.994;-36.4;4.86;5191.0;no
42.0;unemployed;married;professional.course;no;yes;no;telephone;jun;tue;88.0;2;999;0;;1.4;94.465;-41.8;4.961;5228.1;no
42.0;technician;married;professional.course;no;yes;no;cellular;aug;fri;100.0;2;999;0;;-2.9;92.201;-31.4;0.869;5076.2;yes
34.0;services;married;professional.course;no;yes;no;cellular;aug;tue;126.0;2;999;0;;1.4;93.444;-36.1;4.966;5228.1;no
43.0;services;married;high.school;no;yes;no;telephone;may;mon;241.0;2;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
73.0;retired;married;professional.course;no;yes;no;cellular;nov;fri;334.0;1;999;0;;-1.1;94.767;-50.8;1.028;4963.6;yes
31.0;technician;divorced;professional.course;no;yes;no;cellular;aug;thu;310.0;2;999;1;failure;-2.9;92.201;-31.4;0.883;5076.2;yes
61.0;management;married;university.degree;no;yes;no;cellular;nov;tue;147.0;1;3;2;success;-3.4;92.649;-30.1;0.715;5017.5;yes
34.0;blue collar;single;;no;yes;no;cellular;mar;fri;360.0;1;999;1;failure;-1.8;93.369;-34.8;0.636;5008.7;yes
22.0;student;single;high.school;no;yes;yes;cellular;may;mon;1370.0;3;999;0;;-1.8;92.893;-46.2;1.354;5099.1;yes
33.0;management;single;university.degree;no;no;no;cellular;nov;thu;2420.0;3;999;0;;-0.1;93.2;-42.0;4.076;5195.8;yes
65.0;;married;;no;yes;no;cellular;jun;thu;301.0;2;4;2;success;-1.7;94.055;-39.8;0.729;4991.6;yes
24.0;student;single;high.school;no;yes;no;cellular;oct;thu;423.0;3;999;0;;-3.4;92.431;-26.9;0.722;5017.5;yes
76.0;retired;married;professional.course;unknown;yes;no;cellular;jun;tue;352.0;1;3;1;success;-1.7;94.055;-39.8;0.761;4991.6;yes
58.0;retired;married;basic.4y;no;no;no;cellular;aug;tue;556.0;6;999;0;;1.4;93.444;-36.1;4.965;5228.1;yes
59.0;self-employed;married;university.degree;no;no;no;cellular;dec;mon;193.0;1;999;1;failure;-3.0;92.713;-33.0;0.706;5023.5;no
38.0;blue collar;single;basic.9y;unknown;yes;no;cellular;may;wed;93.0;1;999;0;;-1.8;92.893;-46.2;1.281;5099.1;no
30.0;blue collar;single;basic.4y;unknown;no;yes;telephone;jun;mon;136.0;1;999;0;;;;;4.961;5228.1;no
59.0;;married;;no;yes;no;cellular;jul;thu;52.0;2;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
31.0;admin.;married;high.school;no;no;no;telephone;may;mon;313.0;2;999;0;;1.1;93.994;-36.4;4.858;5191.0;no
28.0;technician;married;high.school;no;yes;no;telephone;may;thu;347.0;2;999;0;;1.1;93.994;-36.4;4.86;5191.0;no
49.0;admin.;single;;unknown;unknown;unknown;telephone;jun;tue;479.0;1;999;0;;1.4;94.465;-41.8;4.961;5228.1;no
49.0;blue collar;married;basic.9y;unknown;no;no;cellular;mar;mon;301.0;1;3;1;success;-1.8;93.369;-34.8;0.652;5008.7;yes
60.0;services;married;high.school;no;yes;no;telephone;may;thu;154.0;1;999;0;;1.1;93.994;-36.4;4.855;5191.0;no
33.0;blue collar;married;high.school;no;no;no;telephone;jun;mon;283.0;1;999;0;;1.4;94.465;-41.8;4.865;5228.1;no
31.0;entrepreneur;married;university.degree;unknown;yes;no;cellular;jul;mon;151.0;2;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
34.0;admin.;divorced;high.school;no;yes;no;cellular;apr;tue;121.0;1;999;0;;-1.8;93.075;-47.1;1.405;5099.1;yes
50.0;admin.;married;high.school;no;no;no;telephone;may;thu;290.0;3;999;0;;1.1;93.994;-36.4;4.86;5191.0;no
33.0;technician;single;university.degree;no;no;no;cellular;aug;fri;120.0;1;999;0;;1.4;93.444;-36.1;4.963;5228.1;no
22.0;technician;single;university.degree;no;yes;no;cellular;jun;fri;163.0;4;999;1;failure;-2.9;92.963;-40.8;1.268;5076.2;yes
30.0;self-employed;married;university.degree;no;yes;no;cellular;jun;mon;661.0;1;999;0;;-1.7;94.055;-39.8;0.72;4991.6;yes
50.0;entrepreneur;married;university.degree;no;no;no;telephone;nov;tue;209.0;1;999;0;;-0.1;93.2;-42.0;4.7;5195.8;yes
50.0;entrepreneur;married;basic.9y;no;yes;no;telephone;may;mon;215.0;2;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
31.0;blue collar;married;basic.9y;no;yes;yes;cellular;jul;wed;520.0;1;999;0;;1.4;93.918;-42.7;4.957;5228.1;no
58.0;blue collar;married;basic.4y;unknown;yes;no;telephone;may;thu;148.0;3;999;0;;1.1;93.994;-36.4;4.86;5191.0;no
39.0;blue collar;married;basic.6y;unknown;no;no;cellular;may;tue;132.0;1;999;0;;-1.8;92.893;-46.2;1.344;5099.1;no
42.0;admin.;married;high.school;no;no;no;telephone;may;thu;260.0;1;999;0;;1.1;93.994;-36.4;4.86;5191.0;no
26.0;student;single;basic.9y;unknown;yes;yes;telephone;may;fri;164.0;1;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
31.0;technician;single;high.school;no;no;no;cellular;aug;wed;1033.0;3;999;0;;1.4;93.444;-36.1;4.964;5228.1;yes
42.0;admin.;single;university.degree;unknown;yes;no;telephone;may;thu;814.0;2;999;0;;1.1;93.994;-36.4;4.86;5191.0;yes
28.0;admin.;single;university.degree;no;yes;no;cellular;oct;thu;522.0;2;999;0;;-3.4;92.431;-26.9;0.74;5017.5;no
39.0;services;married;high.school;no;no;no;telephone;may;thu;359.0;3;999;0;;1.1;93.994;-36.4;4.86;5191.0;no
28.0;management;single;university.degree;no;yes;no;cellular;jun;thu;169.0;1;999;0;;-1.7;94.055;-39.8;0.729;4991.6;yes
30.0;services;married;high.school;no;yes;no;cellular;jul;tue;24.0;26;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
61.0;retired;divorced;university.degree;no;no;no;cellular;apr;thu;949.0;2;999;0;;-1.8;93.075;-47.1;1.365;5099.1;yes
33.0;admin.;married;;no;yes;no;telephone;may;mon;273.0;1;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
31.0;technician;single;high.school;no;no;no;cellular;nov;mon;44.0;1;999;1;failure;-0.1;93.2;-42.0;4.191;5195.8;no
42.0;blue collar;married;basic.6y;unknown;yes;no;telephone;jun;thu;108.0;4;999;0;;1.4;94.465;-41.8;4.961;5228.1;no
37.0;admin.;married;high.school;no;no;no;telephone;may;fri;868.0;1;999;0;;1.1;93.994;-36.4;4.864;5191.0;no
23.0;technician;single;professional.course;no;yes;no;telephone;jul;thu;194.0;2;999;0;;1.4;93.918;-42.7;4.966;5228.1;no
52.0;services;divorced;basic.6y;no;yes;no;cellular;aug;tue;138.0;1;999;0;;1.4;93.444;-36.1;4.968;5228.1;no
51.0;technician;married;professional.course;unknown;no;no;telephone;may;tue;20.0;1;999;0;;1.1;93.994;-36.4;4.856;5191.0;no
78.0;;married;;no;yes;no;cellular;sep;wed;234.0;1;999;1;failure;-3.4;92.379;-29.8;0.781;5017.5;yes
39.0;technician;divorced;high.school;no;yes;no;telephone;may;fri;15.0;11;999;0;;-1.8;92.893;-46.2;1.25;5099.1;no
30.0;admin.;single;university.degree;no;no;no;cellular;jul;thu;252.0;1;6;2;success;-1.7;94.215;-40.3;0.846;4991.6;yes
31.0;blue collar;married;basic.9y;no;yes;no;telephone;jun;wed;704.0;4;999;0;;1.4;94.465;-41.8;4.962;5228.1;yes
33.0;admin.;married;high.school;no;yes;no;cellular;aug;mon;252.0;1;6;1;success;-2.9;92.201;-31.4;0.884;5076.2;yes
40.0;services;married;high.school;no;yes;no;telephone;oct;tue;144.0;1;999;1;failure;-0.1;93.798;-40.4;4.968;5195.8;yes
38.0;blue collar;divorced;basic.4y;unknown;no;no;telephone;may;mon;168.0;3;999;0;;-1.8;92.893;-46.2;1.299;5099.1;no
51.0;admin.;married;university.degree;no;unknown;unknown;telephone;jul;fri;116.0;3;999;0;;-2.9;92.469;-33.6;0.921;5076.2;no
45.0;blue collar;married;basic.9y;no;yes;no;cellular;mar;tue;257.0;1;999;0;;-1.8;92.843;-50.0;1.51;5099.1;no
39.0;services;married;high.school;no;no;no;cellular;may;wed;383.0;5;999;0;;-1.8;92.893;-46.2;1.281;5099.1;no
31.0;admin.;single;basic.9y;no;no;no;cellular;jul;fri;978.0;1;999;0;;1.4;93.918;-42.7;4.957;5228.1;yes
37.0;services;married;high.school;no;no;no;telephone;may;fri;427.0;2;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
47.0;technician;single;professional.course;unknown;no;no;cellular;jul;mon;171.0;1;999;0;;1.4;93.918;-42.7;4.96;5228.1;no
58.0;admin.;married;university.degree;no;yes;no;cellular;mar;mon;549.0;5;999;2;failure;-1.8;93.369;-34.8;0.646;5008.7;no
39.0;management;married;university.degree;no;no;no;cellular;nov;mon;102.0;1;999;0;;-0.1;93.2;-42.0;4.191;5195.8;no
41.0;technician;married;professional.course;no;yes;no;cellular;aug;thu;;1;999;0;;1.4;93.444;-36.1;4.968;5228.1;no
57.0;retired;single;professional.course;no;yes;no;telephone;may;mon;188.0;1;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
39.0;admin.;divorced;high.school;no;yes;yes;cellular;jul;thu;354.0;1;999;0;;1.4;93.918;-42.7;4.958;5228.1;no
45.0;admin.;single;university.degree;no;no;no;cellular;nov;fri;27.0;3;999;0;;-0.1;93.2;-42.0;4.021;5195.8;no
32.0;entrepreneur;divorced;high.school;no;yes;no;cellular;may;thu;318.0;3;999;0;;-1.8;92.893;-46.2;1.266;5099.1;no
33.0;admin.;married;university.degree;no;yes;no;cellular;aug;fri;579.0;1;999;0;;1.4;93.444;-36.1;4.964;5228.1;yes
33.0;services;single;basic.6y;unknown;yes;yes;telephone;may;wed;19.0;8;999;1;failure;-1.8;92.893;-46.2;1.281;5099.1;no
77.0;retired;married;basic.4y;no;unknown;unknown;cellular;jul;tue;218.0;2;3;1;success;-1.7;94.215;-40.3;0.893;4991.6;yes
82.0;retired;married;;no;no;no;cellular;apr;wed;321.0;1;999;0;;-1.8;93.075;-47.1;1.445;5099.1;yes
84.0;retired;divorced;;unknown;no;no;cellular;sep;tue;333.0;1;3;2;success;-1.1;94.199;-37.5;0.877;4963.6;yes
38.0;blue collar;married;basic.6y;no;yes;no;telephone;may;fri;110.0;3;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
50.0;blue collar;married;basic.4y;unknown;no;yes;telephone;may;tue;600.0;1;999;0;;1.1;93.994;-36.4;4.856;5191.0;no
26.0;blue collar;single;basic.9y;no;yes;no;cellular;jul;tue;109.0;1;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
35.0;blue collar;single;basic.9y;no;no;no;cellular;may;fri;568.0;1;999;0;;-1.8;92.893;-46.2;1.313;5099.1;yes
37.0;admin.;divorced;university.degree;no;no;no;telephone;jun;wed;193.0;2;999;0;;1.4;94.465;-41.8;4.864;5228.1;no
31.0;student;single;;no;yes;no;cellular;aug;thu;375.0;2;999;0;;-1.7;94.027;-38.3;0.904;4991.6;yes
41.0;blue collar;married;basic.9y;no;no;no;cellular;may;tue;1240.0;1;999;0;;-1.8;92.893;-46.2;1.344;5099.1;yes
31.0;admin.;married;university.degree;no;yes;yes;cellular;aug;wed;274.0;2;999;0;;1.4;93.444;-36.1;4.965;5228.1;no
28.0;technician;married;university.degree;no;no;no;cellular;may;mon;41.0;1;999;0;;-1.8;92.893;-46.2;1.299;5099.1;no
;admin.;married;university.degree;no;yes;no;cellular;jun;tue;690.0;1;999;0;;-2.9;92.963;-40.8;1.262;5076.2;yes
24.0;blue collar;single;basic.6y;no;no;no;cellular;jul;tue;115.0;1;999;0;;1.4;93.918;-42.7;4.961;5228.1;no
43.0;admin.;married;university.degree;no;yes;no;cellular;jul;wed;899.0;1;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
29.0;management;single;university.degree;no;yes;no;telephone;may;mon;253.0;2;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
51.0;management;married;university.degree;no;no;yes;telephone;nov;fri;13.0;4;999;0;;-0.1;93.2;-42.0;4.021;5195.8;no
56.0;housemaid;married;basic.4y;no;yes;no;cellular;aug;wed;359.0;3;999;0;;-2.9;92.201;-31.4;0.834;5076.2;no
66.0;retired;married;basic.4y;no;no;yes;cellular;apr;wed;139.0;5;999;1;failure;-1.8;93.075;-47.1;1.415;5099.1;yes
34.0;technician;single;professional.course;no;no;no;telephone;may;wed;223.0;1;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
22.0;student;single;high.school;no;no;no;cellular;apr;thu;780.0;1;999;0;;-1.8;93.075;-47.1;1.365;5099.1;yes
44.0;blue collar;married;basic.9y;no;yes;no;cellular;nov;tue;52.0;1;999;0;;-0.1;93.2;-42.0;4.153;5195.8;no
36.0;blue collar;married;;no;no;no;cellular;apr;thu;1174.0;1;999;0;;-1.8;93.075;-47.1;1.41;5099.1;yes
57.0;retired;married;basic.4y;no;yes;no;telephone;may;mon;546.0;12;999;0;;1.1;93.994;-36.4;4.858;5191.0;no
49.0;technician;married;professional.course;no;no;no;telephone;may;fri;736.0;2;999;0;;1.1;93.994;-36.4;4.857;5191.0;yes
48.0;blue collar;single;basic.4y;no;no;no;cellular;may;tue;275.0;1;999;0;;-1.8;92.893;-46.2;1.344;5099.1;no
38.0;technician;single;professional.course;no;yes;no;cellular;may;mon;202.0;3;999;1;failure;-1.8;92.893;-46.2;1.244;5099.1;no
32.0;admin.;single;high.school;no;no;no;cellular;may;fri;1181.0;9;999;0;;-1.8;92.893;-46.2;1.25;5099.1;no
33.0;admin.;divorced;university.degree;no;unknown;unknown;telephone;may;thu;213.0;1;999;0;;-1.8;92.893;-46.2;1.266;5099.1;no
44.0;services;married;basic.9y;no;yes;no;telephone;may;fri;109.0;4;999;0;;1.1;93.994;-36.4;4.864;5191.0;no
53.0;blue collar;divorced;basic.4y;no;no;no;telephone;jun;wed;706.0;1;999;0;;1.4;94.465;-41.8;4.959;5228.1;yes
32.0;blue collar;married;basic.4y;no;no;no;telephone;jul;fri;110.0;1;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
62.0;retired;married;high.school;no;no;no;cellular;jul;tue;355.0;2;999;0;;-1.7;94.215;-40.3;0.876;4991.6;yes
52.0;blue collar;married;basic.9y;unknown;no;no;telephone;may;wed;22.0;2;999;0;;1.1;93.994;-36.4;4.856;5191.0;no
29.0;admin.;single;high.school;no;no;no;cellular;jul;fri;567.0;1;999;0;;1.4;93.918;-42.7;4.957;5228.1;yes
38.0;services;married;high.school;no;yes;no;telephone;may;mon;347.0;3;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
42.0;services;married;professional.course;no;yes;no;telephone;may;wed;299.0;1;999;0;;1.1;93.994;-36.4;4.859;5191.0;no
26.0;student;single;university.degree;unknown;yes;no;cellular;jun;wed;247.0;2;999;0;;-2.9;92.963;-40.8;1.26;5076.2;no
54.0;admin.;divorced;basic.9y;no;yes;no;telephone;may;thu;74.0;1;999;0;;-1.8;93.876;-40.0;0.699;5008.7;no
32.0;technician;married;professional.course;no;yes;no;cellular;may;tue;579.0;1;999;0;;-1.8;92.893;-46.2;1.266;5099.1;yes
33.0;blue collar;married;basic.9y;no;yes;no;telephone;may;tue;220.0;3;999;0;;-1.8;92.893;-46.2;1.291;5099.1;no
60.0;admin.;married;university.degree;no;no;no;cellular;jul;fri;316.0;1;6;2;success;-1.7;94.215;-40.3;0.861;4991.6;yes
49.0;blue collar;divorced;basic.4y;unknown;no;no;telephone;may;thu;920.0;2;999;0;;1.1;93.994;-36.4;4.86;5191.0;yes
33.0;blue collar;single;basic.6y;unknown;no;no;cellular;may;wed;35.0;1;999;0;;-1.8;92.893;-46.2;1.281;5099.1;no
32.0;admin.;married;university.degree;no;unknown;unknown;cellular;aug;tue;347.0;2;999;0;;1.4;93.444;-36.1;4.963;5228.1;no
22.0;admin.;single;university.degree;no;no;no;cellular;jun;wed;407.0;1;3;1;success;-1.7;94.055;-39.8;0.704;4991.6;yes
27.0;admin.;single;professional.course;no;no;no;cellular;jul;tue;448.0;5;999;0;;1.4;93.918;-42.7;4.961;5228.1;yes
43.0;admin.;divorced;professional.course;no;yes;no;telephone;nov;tue;55.0;2;999;0;;-0.1;93.2;-42.0;4.153;5195.8;no
38.0;technician;single;university.degree;no;no;no;cellular;apr;fri;202.0;5;999;1;failure;-1.8;93.075;-47.1;1.4;5099.1;yes
31.0;admin.;single;university.degree;no;no;no;telephone;may;wed;992.0;1;999;0;;1.1;93.994;-36.4;4.856;5191.0;yes
40.0;admin.;divorced;university.degree;no;yes;no;cellular;apr;wed;84.0;1;999;0;;-1.8;93.075;-47.1;1.445;5099.1;no
48.0;blue collar;married;basic.4y;unknown;yes;no;telephone;jun;mon;153.0;9;999;0;;1.4;94.465;-41.8;4.865;5228.1;no
;technician;single;professional.course;unknown;no;no;telephone;may;mon;22.0;1;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
27.0;blue collar;married;basic.9y;no;no;no;cellular;may;thu;267.0;1;999;1;failure;-1.8;92.893;-46.2;1.327;5099.1;no
40.0;management;married;university.degree;no;yes;no;cellular;jul;thu;321.0;4;999;0;;-1.7;94.215;-40.3;0.884;4991.6;yes
33.0;admin.;married;university.degree;no;yes;no;telephone;may;wed;563.0;2;999;0;;1.1;93.994;-36.4;4.858;5191.0;no
28.0;admin.;single;high.school;no;yes;no;cellular;jun;tue;359.0;1;999;2;failure;-2.9;92.963;-40.8;1.262;5076.2;yes
45.0;admin.;married;university.degree;no;no;no;cellular;sep;mon;587.0;1;999;0;;-3.4;92.379;-29.8;0.797;5017.5;yes
38.0;housemaid;married;high.school;unknown;no;no;telephone;may;thu;384.0;4;999;0;;1.1;93.994;-36.4;4.86;5191.0;no
31.0;blue collar;married;university.degree;no;yes;no;cellular;jun;mon;382.0;2;999;0;;-2.9;92.963;-40.8;1.26;5076.2;yes
41.0;admin.;married;university.degree;no;yes;no;cellular;dec;thu;422.0;2;999;0;;;;;0.707;5023.5;yes
33.0;admin.;married;university.degree;no;yes;no;telephone;may;fri;555.0;1;999;0;;1.1;93.994;-36.4;4.864;5191.0;no
55.0;admin.;married;professional.course;unknown;yes;yes;telephone;nov;tue;514.0;2;999;0;;-0.1;93.2;-42.0;4.153;5195.8;yes
34.0;technician;single;professional.course;no;no;no;cellular;aug;wed;211.0;1;999;0;;-2.9;92.201;-31.4;0.884;5076.2;yes
75.0;retired;divorced;basic.4y;no;no;no;cellular;apr;mon;227.0;4;999;0;;-1.8;93.075;-47.1;1.405;5099.1;yes
31.0;technician;single;professional.course;no;yes;no;cellular;nov;thu;207.0;5;999;1;failure;-0.1;93.2;-42.0;4.076;5195.8;no
40.0;admin.;married;university.degree;no;no;no;cellular;aug;tue;618.0;2;999;0;;1.4;93.444;-36.1;4.968;5228.1;yes
55.0;management;single;basic.4y;no;yes;no;telephone;jun;wed;58.0;3;999;0;;1.4;94.465;-41.8;4.962;5228.1;no
33.0;admin.;divorced;high.school;no;no;no;telephone;nov;wed;50.0;4;999;0;;-0.1;93.2;-42.0;4.12;5195.8;no
31.0;technician;married;university.degree;no;no;no;cellular;aug;mon;99.0;7;999;0;;1.4;93.444;-36.1;4.965;5228.1;no
36.0;admin.;married;university.degree;no;yes;yes;cellular;oct;mon;78.0;1;999;1;failure;-3.4;92.431;-26.9;0.743;5017.5;yes
32.0;blue collar;single;high.school;no;no;no;cellular;jun;mon;197.0;1;999;1;failure;-1.7;94.055;-39.8;0.754;4991.6;no
34.0;admin.;single;university.degree;no;yes;no;cellular;aug;wed;;1;999;0;;1.4;93.444;-36.1;4.965;5228.1;no
53.0;technician;married;professional.course;no;yes;no;cellular;aug;thu;100.0;1;999;1;failure;-2.9;92.201;-31.4;0.883;5076.2;no
36.0;entrepreneur;married;basic.9y;no;no;no;cellular;may;mon;104.0;3;999;0;;-1.8;92.893;-46.2;1.354;5099.1;no
43.0;admin.;single;university.degree;no;yes;no;cellular;jul;mon;73.0;6;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
29.0;admin.;married;high.school;no;yes;no;telephone;may;mon;27.0;10;999;0;;-1.8;92.893;-46.2;1.244;5099.1;no
30.0;management;married;university.degree;no;yes;no;cellular;jul;wed;280.0;1;999;0;;1.4;93.918;-42.7;4.963;5228.1;no
27.0;services;single;high.school;no;no;no;cellular;jul;mon;505.0;2;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
47.0;admin.;divorced;university.degree;no;yes;yes;cellular;aug;tue;185.0;1;999;0;;-2.9;92.201;-31.4;0.884;5076.2;yes
